id,lym,epi,fib,inf,x,y,gt,Cell_density,Node_Entropy
0,0.0,1.0,0.0,0.0,379,61,epithelial,58.4853012379107,0.0
1,0.0,1.0,0.0,0.0,392,63,epithelial,50.29882769804286,0.0
2,0.0,1.0,0.0,0.0,426,74,epithelial,87.98725116675132,0.0
3,0.0,1.0,0.0,0.0,445,23,epithelial,143.36651775596246,0.0
4,0.0,1.0,0.0,0.0,561,61,epithelial,88.4188973388028,0.0
5,0.0,1.0,0.0,0.0,607,44,epithelial,84.63186541443638,0.0
6,0.0,1.0,0.0,0.0,596,96,epithelial,111.60486590422421,0.0
7,0.0,1.0,0.0,0.0,523,138,epithelial,98.92934805721549,0.0
8,0.0,1.0,0.0,0.0,451,167,epithelial,78.28538774079166,0.0
9,0.0,1.0,0.0,0.0,377,187,epithelial,67.7673607774542,0.0
10,0.0,1.0,0.0,0.0,374,147,epithelial,113.84602700888806,0.0
11,0.0,1.0,0.0,0.0,405,224,epithelial,68.47922124354727,0.0
12,0.0,1.0,0.0,0.0,422,221,epithelial,97.70356184861986,0.0
13,0.0,1.0,0.0,0.0,422,221,epithelial,107.12259332185718,0.0
14,0.0,1.0,0.0,0.0,438,234,epithelial,47.52902487304817,0.0
15,0.0,1.0,0.0,0.0,457,226,epithelial,33.852003140769554,0.0
16,0.0,1.0,0.0,0.0,484,195,epithelial,74.01069131409615,0.0
17,0.0,1.0,0.0,0.0,494,236,epithelial,56.23858898429958,0.0
18,0.0,1.0,0.0,0.0,554,197,epithelial,87.22069574564027,0.0
19,0.0,1.0,0.0,0.0,517,272,epithelial,73.89813667863895,0.0
20,0.0,1.0,0.0,0.0,527,304,epithelial,81.56873507441841,0.0
21,0.0,1.0,0.0,0.0,473,320,epithelial,73.30946528046033,0.0
22,0.0,1.0,0.0,0.0,388,331,epithelial,94.96477239584472,0.0
23,0.0,1.0,0.0,0.0,355,338,epithelial,62.0508510413453,0.0
24,0.0,1.0,0.0,0.0,336,299,epithelial,97.87580880418217,0.0
25,0.0,1.0,0.0,0.0,475,371,epithelial,87.28402073840108,0.0
26,0.0,1.0,0.0,0.0,620,194,epithelial,91.52145886920479,0.0
27,0.0,1.0,0.0,0.0,618,140,epithelial,65.93664893768906,0.0
28,0.0,1.0,0.0,0.0,677,94,epithelial,85.63151375891108,0.0
29,0.0,1.0,0.0,0.0,677,29,epithelial,106.78258562081776,0.0
30,0.0,1.0,0.0,0.0,734,16,epithelial,115.71064364060332,0.0
31,0.0,1.0,0.0,0.0,811,17,epithelial,135.31634744602175,0.0
32,0.0,1.0,0.0,0.0,811,57,epithelial,66.44377183323952,0.0
33,0.0,1.0,0.0,0.0,756,99,epithelial,64.2771764417436,0.0
34,0.0,1.0,0.0,0.0,753,137,epithelial,103.37962042996541,0.0
