source,target,type,distance,Delta_Entropy,Sorenson_Similarity
2,1,0,35.73513677041127,0.0,0.4
2,3,0,54.42425929675111,0.0,0.3076923076923077
1,3,0,66.40030120413611,0.0,0.36363636363636365
1,0,0,13.152946437965905,0.0,0.5714285714285714
3,0,0,76.15773105863909,0.0,0.2
3,4,0,122.06555615733703,0.0,0.3333333333333333
4,2,0,135.6244815658294,0.0,0.36363636363636365
4,5,0,49.040799340956916,0.0,0.4
3,5,0,163.35544068074378,0.0,0.3333333333333333
6,5,0,53.150729063673246,0.0,0.2857142857142857
4,6,0,49.49747468305833,0.0,0.2857142857142857
7,6,0,84.21995013059554,0.0,0.2857142857142857
7,4,0,85.86617494683223,0.0,0.4
2,7,0,116.21101496846157,0.0,0.36363636363636365
8,7,0,77.62087348130012,0.0,0.4
8,2,0,96.30160954002794,0.0,0.36363636363636365
10,0,0,86.14522621712709,0.0,0.2
1,10,0,85.90692637965812,0.0,0.36363636363636365
2,10,0,89.62700485902673,0.0,0.3076923076923077
10,8,0,79.55501241279521,0.0,0.3333333333333333
9,8,0,76.6550715869472,0.0,0.4
9,10,0,40.11234224026316,0.0,0.3333333333333333
12,6,0,214.24518664371436,0.0,0.2727272727272727
7,12,0,130.728726758888,0.0,0.2222222222222222
8,12,0,61.29437168288782,0.0,0.2222222222222222
12,9,0,56.4003546088143,0.0,0.2222222222222222
11,9,0,46.400431032480725,0.0,0.4444444444444444
12,11,0,17.26267650163207,0.0,0.23529411764705882
6,13,0,214.24518664371436,0.0,0.18181818181818182
13,12,0,0.0,0.0,0.13333333333333333
12,14,0,20.615528128088304,0.0,0.2222222222222222
14,15,0,20.615528128088304,0.0,0.4
15,12,0,35.35533905932738,0.0,0.1111111111111111
16,6,0,149.4824404403407,0.0,0.2857142857142857
12,16,0,67.23094525588644,0.0,0.2222222222222222
16,15,0,41.10960958218893,0.0,0.4
15,17,0,38.3275357934736,0.0,0.3333333333333333
17,14,0,56.0357029044876,0.0,0.3333333333333333
16,17,0,42.20189569201838,0.0,0.16666666666666666
18,6,0,109.38464243210744,0.0,0.25
18,16,0,70.02856560004639,0.0,0.3333333333333333
17,18,0,71.56116265125938,0.0,0.2857142857142857
18,19,0,83.6301381082203,0.0,0.3076923076923077
17,19,0,42.720018726587654,0.0,0.3076923076923077
14,21,0,92.84934033152847,0.0,0.2857142857142857
21,12,0,111.36426715962351,0.0,0.09090909090909091
19,20,0,33.52610922848042,0.0,0.5
21,20,0,56.32051136131489,0.0,0.26666666666666666
19,21,0,65.11528238439882,0.0,0.4
21,17,0,86.58521813797087,0.0,0.25
