id,lym,epi,fib,inf,x,y,gt,Cell_density,Node_Entropy
0,0.0,1.0,0.0,0.0,79,1553,epithelial,95.24817536319344,0.0
1,0.0,1.0,0.0,0.0,199,1532,epithelial,114.4350569473944,0.0
2,0.0,1.0,0.0,0.0,187,1569,epithelial,93.1751769737901,0.0
3,0.0,1.0,0.0,0.0,149,1605,epithelial,63.24907689252268,0.0
4,0.0,1.0,0.0,0.0,104,1624,epithelial,64.54971118551144,0.0
5,0.0,1.0,0.0,0.0,44,1628,epithelial,95.89119630305439,0.0
6,0.0,1.0,0.0,0.0,138,1667,epithelial,63.951943559568896,0.0
7,0.0,1.0,0.0,0.0,180,1662,epithelial,104.97605328233463,0.0
8,0.0,1.0,0.0,0.0,340,1648,epithelial,130.1701619422082,0.0
9,0.0,1.0,0.0,0.0,312,1715,epithelial,84.163849535084,0.0
10,0.0,1.0,0.0,0.0,83,1705,epithelial,72.35941859885311,0.0
11,0.0,1.0,0.0,0.0,119,1726,epithelial,61.86137404455119,0.0
12,0.0,1.0,0.0,0.0,203,1736,epithelial,92.35461187179688,0.0
13,0.0,1.0,0.0,0.0,80,1758,epithelial,58.522920637965555,0.0
14,0.0,1.0,0.0,0.0,12,1779,epithelial,90.08464456206936,0.0
15,0.0,1.0,0.0,0.0,88,1807,epithelial,54.76404024557384,0.0
16,0.0,1.0,0.0,0.0,207,1824,epithelial,68.5998697929822,0.34883209584303193
17,1.0,0.0,0.0,0.0,147,1839,lymphocyte,39.55231056188799,0.410116318288409
18,0.0,1.0,0.0,0.0,23,1821,epithelial,43.51881337321952,0.0
19,1.0,0.0,0.0,0.0,49,1864,lymphocyte,27.237825728008197,0.45056120886630463
20,1.0,0.0,0.0,0.0,12,1893,lymphocyte,53.77493264100225,0.6730116670092565
21,0.0,1.0,0.0,0.0,60,1873,epithelial,34.697251525034936,0.410116318288409
22,0.0,1.0,0.0,0.0,42,1840,epithelial,40.099995527614375,0.410116318288409
23,0.0,1.0,0.0,0.0,22,1854,epithelial,25.978106345158956,0.5004024235381879
24,0.0,1.0,0.0,0.0,10,1867,epithelial,55.15390801567292,0.6615632381579821
25,0.0,1.0,0.0,0.0,116,1826,epithelial,31.181346462950366,0.5004024235381879
26,0.0,1.0,0.0,0.0,112,1844,epithelial,41.591779545760375,0.410116318288409
27,0.0,1.0,0.0,0.0,112,1866,epithelial,39.59783925498139,0.37677016125643675
28,0.0,1.0,0.0,0.0,157,1852,epithelial,40.3687345042368,0.45056120886630463
29,0.0,1.0,0.0,0.0,157,1876,epithelial,41.1112044662936,0.0
30,0.0,1.0,0.0,0.0,176,1916,epithelial,40.62303260247832,0.37677016125643675
31,0.0,1.0,0.0,0.0,186,1911,epithelial,21.72602756709792,0.0
32,1.0,0.0,0.0,0.0,194,1901,epithelial,22.557077018022063,0.0
33,1.0,0.0,0.0,0.0,203,1915,epithelial,23.311035108264374,0.0
34,0.0,1.0,0.0,0.0,224,1914,epithelial,25.771832152295893,0.0
35,0.0,0.0,0.0,1.0,224,1936,epithelial,34.02079160716952,0.5623351446188083
36,0.0,1.0,0.0,0.0,245,1889,epithelial,47.06271841504305,0.0
37,0.0,1.0,0.0,0.0,202,1887,epithelial,41.22125925189961,0.0
38,0.0,1.0,0.0,0.0,258,1836,epithelial,61.472491145540936,0.0
39,1.0,0.0,0.0,0.0,33,1947,lymphocyte,59.108536387259825,1.0114042647073518
40,0.0,0.0,0.0,1.0,16,1989,lymphocyte,136.83365233726747,1.0789922078775833
41,0.0,0.0,1.0,0.0,236,1961,fibroblast and endothelial,29.617441290160933,0.6730116670092565
42,0.0,1.0,0.0,0.0,265,1912,epithelial,32.771422283304915,0.0
43,0.0,1.0,0.0,0.0,303,1900,epithelial,63.08584466980189,0.0
44,0.0,1.0,0.0,0.0,352,1910,epithelial,51.968661420206416,0.0
45,0.0,1.0,0.0,0.0,349,1944,epithelial,46.84033509518355,0.0
46,0.0,1.0,0.0,0.0,460,1982,epithelial,54.62070234051051,0.0
47,0.0,1.0,0.0,0.0,437,1910,epithelial,49.37897272344642,0.0
48,0.0,1.0,0.0,0.0,455,1877,epithelial,48.774055497865774,0.0
