id,lym,epi,fib,inf,x,y,gt,Cell_density,Node_Entropy
0,1.0,0.0,0.0,0.0,73,380,lymphocyte,52.58257435843326,0.6931471805599453
1,1.0,0.0,0.0,0.0,209,447,lymphocyte,24.649276405208308,0.45056120886630463
2,1.0,0.0,0.0,0.0,357,375,lymphocyte,29.168487879131334,1.277034259466139
3,1.0,0.0,0.0,0.0,423,337,lymphocyte,41.3481891254123,0.3250829733914482
4,1.0,0.0,0.0,0.0,433,523,lymphocyte,39.048956075434546,0.34883209584303193
5,1.0,0.0,0.0,0.0,386,567,lymphocyte,31.860589228741198,0.45056120886630463
6,1.0,0.0,0.0,0.0,695,521,lymphocyte,25.38326590014146,1.0114042647073518
7,1.0,0.0,0.0,0.0,697,502,lymphocyte,25.309606259398784,0.6365141682948128
8,1.0,0.0,0.0,0.0,543,593,lymphocyte,30.136620938972573,0.7963116401738131
9,1.0,0.0,0.0,0.0,624,620,lymphocyte,30.785178015048597,0.6365141682948128
10,1.0,0.0,0.0,0.0,247,525,lymphocyte,28.826675313953604,0.6931471805599453
11,1.0,0.0,0.0,0.0,251,429,lymphocyte,30.620601894465796,0.45056120886630463
12,1.0,0.0,0.0,0.0,236,467,lymphocyte,43.196893009472284,0.5623351446188083
13,1.0,0.0,0.0,0.0,69,458,lymphocyte,35.85136091443342,0.6829081047004717
14,1.0,0.0,0.0,0.0,66,443,lymphocyte,36.15219033101632,0.6365141682948128
15,1.0,0.0,0.0,0.0,119,397,lymphocyte,34.66891801361874,0.6931471805599453
16,1.0,0.0,0.0,0.0,143,405,lymphocyte,31.970591877522413,0.6615632381579821
17,1.0,0.0,0.0,0.0,159,434,lymphocyte,27.306743778882414,0.5623351446188083
18,1.0,0.0,0.0,0.0,268,747,lymphocyte,36.691471998483216,0.9743147528693494
19,1.0,0.0,0.0,0.0,240,747,lymphocyte,27.127536933946043,1.0986122886681096
20,1.0,0.0,0.0,0.0,281,771,lymphocyte,26.242384038196366,0.6931471805599453
21,1.0,0.0,0.0,0.0,306,764,lymphocyte,32.04500541218642,0.6829081047004717
22,1.0,0.0,0.0,0.0,313,776,lymphocyte,30.78201708721059,0.6829081047004717
23,1.0,0.0,0.0,0.0,47,759,lymphocyte,61.78561448195993,0.7963116401738131
24,1.0,0.0,0.0,0.0,535,738,lymphocyte,29.001614661501215,1.0114042647073516
25,1.0,0.0,0.0,0.0,732,836,lymphocyte,30.38571544221641,0.5982695885852573
26,1.0,0.0,0.0,0.0,886,701,lymphocyte,43.29138487461201,0.6931471805599453
27,1.0,0.0,0.0,0.0,961,748,lymphocyte,55.464611823264086,0.410116318288409
28,1.0,0.0,0.0,0.0,811,791,lymphocyte,21.981851384108015,0.6730116670092565
29,1.0,0.0,0.0,0.0,771,820,lymphocyte,29.990731840288642,0.5623351446188083
30,1.0,0.0,0.0,0.0,742,819,lymphocyte,21.283882231321826,0.45056120886630463
31,1.0,0.0,0.0,0.0,710,825,lymphocyte,23.45017053709622,0.6931471805599453
32,1.0,0.0,0.0,0.0,706,806,lymphocyte,23.33097864931926,0.6365141682948128
33,1.0,0.0,0.0,0.0,807,818,lymphocyte,31.348484689395097,0.5982695885852573
34,1.0,0.0,0.0,0.0,763,879,lymphocyte,33.20510160876895,1.0789922078775833
35,1.0,0.0,0.0,0.0,516,629,lymphocyte,37.88467418978831,0.9556998911125343
36,1.0,0.0,0.0,0.0,509,863,lymphocyte,39.02126519368774,0.8675632284814612
37,1.0,0.0,0.0,0.0,602,977,lymphocyte,28.542068421764903,0.45056120886630463
38,1.0,0.0,0.0,0.0,667,887,lymphocyte,23.99467258906807,1.0042424730540764
39,1.0,0.0,0.0,0.0,620,897,lymphocyte,35.314708835685295,1.0608569471580214
40,1.0,0.0,0.0,0.0,559,963,lymphocyte,42.50123148977723,0.6615632381579821
41,1.0,0.0,0.0,0.0,754,999,lymphocyte,23.098388573314974,0.6365141682948128
42,1.0,0.0,0.0,0.0,703,936,lymphocyte,25.103888033715588,0.6829081047004717
43,1.0,0.0,0.0,0.0,715,1068,lymphocyte,47.67240821927505,1.0397207708399179
44,1.0,0.0,0.0,0.0,508,1003,lymphocyte,27.355536829398105,0.5004024235381879
45,1.0,0.0,0.0,0.0,479,1047,lymphocyte,43.4416837155166,0.37677016125643675
46,1.0,0.0,0.0,0.0,260,1085,lymphocyte,44.16693119836551,0.8675632284814612
47,1.0,0.0,0.0,0.0,63,970,lymphocyte,24.904120038519125,0.5982695885852573
48,1.0,0.0,0.0,0.0,87,951,lymphocyte,43.90073611936907,0.8018185525433373
49,1.0,0.0,0.0,0.0,304,822,lymphocyte,31.82559331737927,0.5982695885852573
50,1.0,0.0,0.0,0.0,398,880,lymphocyte,52.078457620903784,0.410116318288409
51,1.0,0.0,0.0,0.0,315,976,lymphocyte,41.80378998849792,0.37677016125643675
52,1.0,0.0,0.0,0.0,402,1011,lymphocyte,44.88525126124165,0.5297061990576545
53,1.0,0.0,0.0,0.0,433,986,lymphocyte,33.832293692942486,0.6365141682948128
54,1.0,0.0,0.0,0.0,499,940,lymphocyte,41.89680656940849,0.9743147528693494
55,1.0,0.0,0.0,0.0,186,1139,lymphocyte,31.984661081697677,0.37677016125643675
56,1.0,0.0,0.0,0.0,50,1274,lymphocyte,46.05242203028429,0.6365141682948128
57,1.0,0.0,0.0,0.0,203,1342,lymphocyte,58.724838830275964,0.5982695885852573
