id,lym,epi,fib,inf,x,y,gt,Cell_density,Node_Entropy
0,0.0,1.0,0.0,0.0,458,750,lymphocyte,28.902646303635095,1.0114042647073518
1,0.0,1.0,0.0,0.0,540,729,lymphocyte,28.63505189256825,0.6931471805599453
2,0.0,1.0,0.0,0.0,532,732,lymphocyte,38.84651151251935,0.5982695885852573
3,0.0,1.0,0.0,0.0,496,725,lymphocyte,37.093078850730414,0.45056120886630463
4,0.0,1.0,0.0,0.0,481,691,lymphocyte,31.03526972977162,0.7356219397587946
5,0.0,1.0,0.0,0.0,460,652,lymphocyte,27.549179824909277,0.9556998911125343
6,0.0,1.0,0.0,0.0,461,630,lymphocyte,21.000201949525803,0.6730116670092565
7,0.0,1.0,0.0,0.0,403,658,lymphocyte,127.10365626301328,0.936888307539016
8,0.0,1.0,0.0,0.0,653,724,lymphocyte,18.025139734595037,0.45056120886630463
9,0.0,1.0,0.0,0.0,654,701,lymphocyte,22.49252472255888,0.6829081047004717
10,0.0,1.0,0.0,0.0,721,741,lymphocyte,27.3566414486161,0.9556998911125343
11,0.0,1.0,0.0,0.0,680,834,lymphocyte,36.333437331188435,0.6615632381579821
12,0.0,1.0,0.0,0.0,706,827,lymphocyte,23.73130205633301,0.5623351446188083
13,0.0,1.0,0.0,0.0,732,871,lymphocyte,25.375410388181784,0.8675632284814612
14,0.0,1.0,0.0,0.0,697,870,lymphocyte,24.699892456505275,0.5623351446188083
15,0.0,1.0,0.0,0.0,703,879,lymphocyte,15.459023410944686,0.5004024235381879
16,0.0,1.0,0.0,0.0,712,873,lymphocyte,22.121353379124244,0.9556998911125343
17,0.0,1.0,0.0,0.0,747,871,lymphocyte,24.934720353934537,0.6829081047004717
18,0.0,1.0,0.0,0.0,745,1036,lymphocyte,36.72076189900782,0.6829081047004717
19,0.0,1.0,0.0,0.0,645,1063,lymphocyte,21.608060061353505,0.45056120886630463
20,0.0,1.0,0.0,0.0,627,905,lymphocyte,30.530388887851235,1.0042424730540764
21,0.0,1.0,0.0,0.0,675,942,lymphocyte,26.261010844891658,1.0042424730540764
22,0.0,1.0,0.0,0.0,763,924,lymphocyte,28.49937027007474,0.6615632381579821
23,0.0,1.0,0.0,0.0,814,864,lymphocyte,32.223666074364054,1.0986122886681096
24,0.0,1.0,0.0,0.0,760,862,lymphocyte,21.237554882106256,1.0114042647073518
25,0.0,1.0,0.0,0.0,571,855,lymphocyte,22.868158563664053,0.5982695885852573
26,0.0,1.0,0.0,0.0,809,757,inflammatory,48.17227147566475,0.7963116401738131
27,0.0,1.0,0.0,0.0,494,754,lymphocyte,35.72437427588101,0.5623351446188083
28,0.0,1.0,0.0,0.0,476,765,lymphocyte,26.414466928055734,0.5982695885852573
29,0.0,1.0,0.0,0.0,704,587,lymphocyte,25.130055773436133,0.6730116670092565
