id,lym,epi,fib,inf,x,y,gt,Cell_density,Node_Entropy
0,0.0,1.0,0.0,0.0,265,1960,lymphocyte,83.65138002123463,0.6365141682948128
1,0.0,1.0,0.0,0.0,342,1973,lymphocyte,135.43507170094307,0.6869615765973234
2,0.0,1.0,0.0,0.0,365,1943,lymphocyte,39.56386175181068,0.45056120886630463
3,0.0,1.0,0.0,0.0,330,1933,lymphocyte,41.54340308907609,0.0
4,0.0,1.0,0.0,0.0,304,1907,lymphocyte,35.182736190888654,0.0
5,0.0,1.0,0.0,0.0,263,1881,lymphocyte,37.108910997131794,0.410116318288409
6,0.0,1.0,0.0,0.0,279,1877,lymphocyte,26.29867905760255,0.0
7,0.0,1.0,0.0,0.0,247,1851,lymphocyte,39.65962160361449,0.9556998911125343
8,0.0,1.0,0.0,0.0,241,1809,lymphocyte,34.65370384804801,0.9556998911125343
9,0.0,1.0,0.0,0.0,155,1877,lymphocyte,38.38354666503868,0.6365141682948128
10,0.0,1.0,0.0,0.0,149,1815,lymphocyte,44.76291123179146,0.6931471805599453
11,0.0,1.0,0.0,0.0,130,1788,lymphocyte,44.52337571357082,0.9002560512685369
12,0.0,1.0,0.0,0.0,71,1800,lymphocyte,32.28309018448696,0.5982695885852573
13,0.0,1.0,0.0,0.0,71,1777,lymphocyte,38.27039272688077,1.0986122886681096
14,0.0,1.0,0.0,0.0,374,1822,lymphocyte,33.21084114397307,0.45056120886630463
15,0.0,1.0,0.0,0.0,333,1818,lymphocyte,37.5915711336587,0.6837389058487535
16,0.0,1.0,0.0,0.0,349,1873,lymphocyte,27.724424452853462,0.6365141682948128
17,0.0,1.0,0.0,0.0,316,1918,lymphocyte,28.432324312712677,0.0
18,0.0,1.0,0.0,0.0,462,1897,lymphocyte,27.53529549827196,0.8675632284814612
19,0.0,1.0,0.0,0.0,454,1875,apoptosis / civiatte body,27.956315708606997,1.0114042647073516
20,0.0,1.0,0.0,0.0,542,1912,lymphocyte,25.264151441495567,0.5982695885852573
21,0.0,1.0,0.0,0.0,517,1904,lymphocyte,29.020796195093364,0.6829081047004717
22,0.0,1.0,0.0,0.0,667,1892,lymphocyte,31.653858186788252,0.9556998911125343
23,0.0,1.0,0.0,0.0,615,1904,lymphocyte,40.07021240233349,0.5982695885852573
24,0.0,1.0,0.0,0.0,611,1981,lymphocyte,99.19667916970057,0.5623351446188083
25,0.0,1.0,0.0,0.0,553,1921,lymphocyte,27.098119677401343,0.5982695885852573
26,0.0,1.0,0.0,0.0,562,1893,lymphocyte,26.56389049511078,0.5982695885852573
27,0.0,1.0,0.0,0.0,508,1875,lymphocyte,29.84010334709014,0.410116318288409
28,0.0,1.0,0.0,0.0,342,1912,lymphocyte,31.865261647370666,0.0
29,0.0,1.0,0.0,0.0,344,1898,lymphocyte,38.969657902994435,0.34883209584303193
30,0.0,1.0,0.0,0.0,281,1817,apoptosis / civiatte body,40.29573753708929,0.34883209584303193
31,0.0,1.0,0.0,0.0,296,1857,lymphocyte,27.053715380946084,0.45056120886630463
32,0.0,1.0,0.0,0.0,271,1857,lymphocyte,28.23855785357524,0.410116318288409
33,0.0,1.0,0.0,0.0,307,1880,lymphocyte,35.05847626006638,0.410116318288409
34,0.0,1.0,0.0,0.0,100,1884,lymphocyte,29.975057029462924,0.45056120886630463
35,0.0,1.0,0.0,0.0,590,1869,lymphocyte,54.535303223728384,0.6869615765973234
36,0.0,1.0,0.0,0.0,520,1863,lymphocyte,24.49905716713748,0.5004024235381879
37,0.0,1.0,0.0,0.0,344,1795,lymphocyte,35.24197979710848,0.6365141682948128
38,0.0,1.0,0.0,0.0,327,1786,lymphocyte,19.749096594255377,0.5004024235381879
39,0.0,1.0,0.0,0.0,317,1783,lymphocyte,27.801576783536742,0.9556998911125343
40,0.0,1.0,0.0,0.0,195,1765,fibroblast and endothelial,48.0486208335303,0.6829081047004717
41,0.0,1.0,0.0,0.0,160,1770,lymphocyte,47.582007311469795,0.6365141682948128
42,0.0,1.0,0.0,0.0,662,1538,lymphocyte,55.81315809751054,0.6730116670092565
43,0.0,1.0,0.0,0.0,656,1532,lymphocyte,41.463456455700666,0.6730116670092565
44,0.0,1.0,0.0,0.0,587,1573,lymphocyte,38.20585978160651,0.796311640173813
45,0.0,1.0,0.0,0.0,610,1540,lymphocyte,38.726915355526394,0.6829081047004717
46,0.0,1.0,0.0,0.0,587,1552,lymphocyte,44.441975858538456,1.0114042647073518
47,0.0,1.0,0.0,0.0,588,1596,lymphocyte,27.510042198501452,0.45056120886630463
48,0.0,1.0,0.0,0.0,512,1696,fibroblast and endothelial,60.098703297494886,0.7963116401738131
49,0.0,1.0,0.0,0.0,533,1722,fibroblast and endothelial,48.17399229160059,0.410116318288409
50,0.0,1.0,0.0,0.0,494,1763,fibroblast and endothelial,55.93628431612516,0.410116318288409
51,0.0,1.0,0.0,0.0,393,1726,fibroblast and endothelial,75.66629031322076,0.37677016125643675
52,0.0,1.0,0.0,0.0,310,1718,fibroblast and endothelial,35.06447704024092,0.0
53,0.0,1.0,0.0,0.0,319,1697,fibroblast and endothelial,63.24010633558855,0.0
