id,lym,epi,fib,inf,x,y,gt,Cell_density,Node_Entropy
0,0.0,0.0,0.0,1.0,652,134,inflammatory,105.2797995843161,0.5004024235381879
1,1.0,0.0,0.0,0.0,840,84,lymphocyte,74.59347905104067,0.5004024235381879
2,0.0,0.0,0.0,1.0,1244,68,inflammatory,36.74805744681632,1.0296530140645737
3,0.0,0.0,0.0,1.0,1359,81,inflammatory,34.3268788876643,0.5982695885852573
4,0.0,0.0,0.0,1.0,1351,99,inflammatory,27.774409061287184,0.6730116670092565
5,1.0,0.0,0.0,0.0,1296,165,lymphocyte,69.19264109516699,1.0608569471580214
6,0.0,0.0,0.0,1.0,1159,168,inflammatory,58.06030100802627,0.639031859650177
7,0.0,0.0,0.0,1.0,1100,244,inflammatory,51.425650655551706,0.45056120886630463
8,0.0,0.0,0.0,1.0,1255,306,inflammatory,85.51707612301897,0.7214636866925115
9,0.0,0.0,0.0,1.0,1543,207,inflammatory,39.308822494834736,0.9743147528693494
10,0.0,0.0,0.0,1.0,1536,167,inflammatory,35.38666911017493,1.0042424730540764
11,0.0,0.0,0.0,1.0,1571,182,inflammatory,34.381396818276734,0.9743147528693494
12,0.0,0.0,0.0,1.0,1544,104,inflammatory,51.390818664926826,1.162225544921092
13,0.0,0.0,0.0,1.0,1364,151,inflammatory,43.536703713846414,0.7963116401738131
14,0.0,0.0,0.0,1.0,1663,260,inflammatory,31.118806676983912,0.9002560512685369
15,0.0,0.0,0.0,1.0,1506,406,inflammatory,38.70457061117962,1.0042424730540764
16,0.0,0.0,0.0,1.0,1023,506,inflammatory,92.20205973334686,0.9556998911125343
17,0.0,0.0,0.0,1.0,833,384,inflammatory,72.23538664271406,0.8486855577264172
18,0.0,0.0,0.0,1.0,726,326,inflammatory,43.785734649132046,0.45056120886630463
19,0.0,0.0,0.0,1.0,710,298,inflammatory,41.8916565463475,0.9743147528693494
20,0.0,0.0,0.0,1.0,717,338,inflammatory,47.80681116140148,0.6829081047004717
21,0.0,0.0,0.0,1.0,708,326,inflammatory,26.445424128149156,0.6829081047004717
22,0.0,0.0,0.0,1.0,752,402,inflammatory,86.33644554442955,0.9649629230074277
23,1.0,0.0,0.0,0.0,791,292,lymphocyte,87.6477535841322,0.9433483923290391
24,0.0,0.0,0.0,1.0,885,509,inflammatory,109.31301915303136,0.5297061990576545
25,0.0,0.0,0.0,1.0,1195,564,inflammatory,84.4841761004163,0.37677016125643675
26,0.0,0.0,0.0,1.0,1403,583,inflammatory,56.70057443412905,0.37677016125643675
27,0.0,0.0,0.0,1.0,1616,639,inflammatory,25.560536214130167,1.242453324894
28,0.0,0.0,0.0,1.0,1388,798,inflammatory,65.7286921627556,0.9743147528693494
29,0.0,0.0,0.0,1.0,1258,754,inflammatory,86.44210099158848,1.0986122886681096
30,0.0,0.0,0.0,1.0,1327,728,inflammatory,65.74542240951016,1.0114042647073516
31,0.0,0.0,0.0,1.0,648,858,inflammatory,50.83463626079917,0.5004024235381879
32,0.0,0.0,0.0,1.0,550,1013,inflammatory,107.69565740759725,0.410116318288409
33,0.0,0.0,0.0,1.0,1129,1081,inflammatory,37.337295774647586,0.45056120886630463
34,0.0,0.0,0.0,1.0,1577,976,inflammatory,63.56146809891567,0.9368883075390159
35,0.0,0.0,0.0,1.0,1724,991,lymphocyte,27.831596863804425,1.0397207708399179
36,0.0,0.0,0.0,1.0,1660,1207,inflammatory,37.37809138670048,0.9368883075390159
37,0.0,0.0,0.0,1.0,1437,1199,inflammatory,63.99414771994483,0.9743147528693494
38,0.0,0.0,0.0,1.0,1077,1128,inflammatory,27.761859562310224,0.5004024235381879
39,0.0,0.0,0.0,1.0,510,1256,inflammatory,66.37308649847687,0.6931471805599453
40,0.0,0.0,0.0,1.0,545,1304,inflammatory,127.8033915658859,0.5623351446188083
41,0.0,0.0,0.0,1.0,1010,1415,inflammatory,147.58769603601309,0.7356219397587946
42,0.0,0.0,0.0,1.0,1241,1463,inflammatory,65.42844379914655,0.6365141682948128
43,0.0,0.0,0.0,1.0,1283,1448,inflammatory,67.44857935563437,1.0789922078775833
44,0.0,0.0,0.0,1.0,1495,1401,inflammatory,28.62847134326498,0.7356219397587946
45,0.0,0.0,0.0,1.0,1454,1455,inflammatory,36.196788736221286,0.6365141682948128
46,0.0,0.0,0.0,1.0,1915,1335,inflammatory,24.99993439337073,0.45056120886630463
47,0.0,0.0,0.0,1.0,1406,1538,inflammatory,68.30295048215051,0.5660857389596289
48,0.0,0.0,0.0,1.0,1589,1582,inflammatory,29.484355130611686,0.6365141682948128
49,0.0,0.0,0.0,1.0,1593,1649,inflammatory,24.40527508841368,0.8675632284814612
50,0.0,0.0,0.0,1.0,1730,1636,inflammatory,43.34769854489644,1.2554823251787537
51,0.0,0.0,0.0,1.0,1490,1747,inflammatory,36.51353196649899,1.0114042647073516
52,0.0,0.0,0.0,1.0,1548,1760,inflammatory,51.240224187474155,1.0821955300387673
53,0.0,0.0,0.0,1.0,1497,1798,inflammatory,52.93557574024769,1.0789922078775833
54,0.0,0.0,0.0,1.0,1299,1689,inflammatory,34.80641901736555,1.0986122886681096
55,0.0,0.0,0.0,1.0,1465,1990,inflammatory,64.44554719295773,0.9502705392332347
56,0.0,0.0,0.0,1.0,1515,1985,inflammatory,29.718691569101495,0.9556998911125343
57,0.0,0.0,0.0,1.0,1668,1924,inflammatory,24.938899952977266,1.3296613488547582
58,0.0,0.0,0.0,1.0,1923,1876,lymphocyte,30.51678181274824,1.0042424730540764
