source,target,type,distance,Delta_Entropy,Sorenson_Similarity
1,0,0,50.11985634456667,0.410116318288409,0.4
2,1,0,42.04759208325728,0.0,0.4444444444444444
0,2,0,89.8443097808648,0.410116318288409,0.36363636363636365
3,2,0,164.14932226482082,0.0,0.4444444444444444
3,0,0,252.16859439668534,0.410116318288409,0.2
2,5,0,147.2311108427835,0.0,0.4
5,3,0,163.51758315239374,0.0,0.4444444444444444
3,4,0,101.24228365658294,0.0,0.2857142857142857
5,4,0,141.66156853571826,0.0,0.5
1,6,0,175.1456536714514,0.0,0.4
6,2,0,173.40126873814967,0.0,0.36363636363636365
6,5,0,91.28526715741155,0.0,0.36363636363636365
7,6,0,64.28063471995279,0.0,0.2857142857142857
7,1,0,173.6663467687393,0.0,0.3333333333333333
7,0,0,192.0,0.410116318288409,0.2857142857142857
6,9,0,134.23859355639868,0.0,0.3333333333333333
9,7,0,118.4229707446997,0.0,0.2857142857142857
10,4,0,249.08833774386147,0.0,0.2222222222222222
5,10,0,201.0198995124612,0.0,0.36363636363636365
10,6,0,201.02238681301145,0.0,0.3333333333333333
10,9,0,202.52901026766511,0.0,0.3333333333333333
13,12,0,12.165525060596439,0.0,0.46153846153846156
13,14,0,15.524174696260024,0.0,0.3333333333333333
14,12,0,20.615528128088304,0.0,0.4
15,14,0,37.20215047547655,0.0,0.2857142857142857
13,15,0,30.01666203960727,0.0,0.3333333333333333
16,15,0,10.44030650891055,0.0,0.5
16,17,0,34.88552708502482,0.0,0.36363636363636365
15,17,0,43.01162633521314,0.0,0.3076923076923077
11,18,0,108.52188719332152,0.0,0.5
11,19,0,195.82900704441107,0.37677016125643675,0.26666666666666666
18,19,0,185.18099254513137,0.37677016125643675,0.3076923076923077
19,20,0,20.223748416156685,0.37677016125643675,0.3076923076923077
20,11,0,198.01010075246163,0.0,0.16666666666666666
20,21,0,95.85927185202274,0.0,0.16666666666666666
19,21,0,107.0420478129973,0.37677016125643675,0.13333333333333333
21,22,0,30.066592756745816,0.0,0.5454545454545454
23,22,0,50.20956084253277,0.0,0.3333333333333333
21,23,0,73.35529974037323,0.0,0.4
11,10,0,171.72361514946044,0.0,0.15384615384615385
23,24,0,50.00999900019995,0.0,0.46153846153846156
21,24,0,105.60303025955268,0.0,0.16666666666666666
24,20,0,193.40372281835735,0.0,0.2
24,25,0,19.849433241279208,0.0,0.2222222222222222
23,25,0,64.53681120105021,0.0,0.3333333333333333
28,23,0,192.89893727027115,0.0,0.35294117647058826
28,29,0,90.07774419910837,0.0,0.25
29,23,0,221.20578654275752,0.0,0.26666666666666666
29,25,0,255.05489605181077,0.0,0.36363636363636365
32,30,0,184.8053029542172,0.0,0.375
32,33,0,47.853944456021594,0.0,0.2857142857142857
30,33,0,222.74873737015884,0.0,0.42857142857142855
33,34,0,16.278820596099706,0.0,0.3333333333333333
34,32,0,50.60632371551998,0.0,0.2857142857142857
38,39,0,212.042448580467,0.033346157031972246,0.4
39,40,0,52.0,0.1522188263303993,0.36363636363636365
38,40,0,203.08126452235814,0.18556498336237154,0.3333333333333333
40,41,0,264.48629454094595,0.06193272108062042,0.0
39,41,0,243.82165613415063,0.09028610524977887,0.16666666666666666
46,45,0,25.0,0.0,0.4
45,47,0,17.804493814764857,0.0,0.36363636363636365
47,46,0,34.23448553724738,0.0,0.375
48,45,0,67.23094525588644,0.0,0.3076923076923077
46,48,0,74.33034373659252,0.0,0.3333333333333333
48,49,0,28.442925306655784,0.0,0.46153846153846156
46,49,0,79.92496481075234,0.0,0.26666666666666666
52,48,0,107.44766167767449,0.0,0.4
53,52,0,28.284271247461902,0.0,0.14285714285714285
53,48,0,90.4267659490264,0.0,0.26666666666666666
53,49,0,74.63243262818116,0.0,0.16666666666666666
53,50,0,79.51100552753688,0.0,0.4
54,50,0,67.62396025078685,0.0,0.2857142857142857
54,53,0,35.73513677041127,0.0,0.15384615384615385
52,54,0,41.6293165929973,0.0,0.3076923076923077
54,55,0,9.486832980505138,0.0,0.5
55,52,0,41.773197148410844,0.0,0.3076923076923077
29,57,0,177.80044994318772,0.45056120886630463,0.3076923076923077
28,57,0,223.61797781037194,0.45056120886630463,0.26666666666666666
7,66,0,200.48940121612415,0.0,0.2857142857142857
66,67,0,122.10241602851272,0.0,0.3333333333333333
67,7,0,192.31484602078956,0.0,0.2857142857142857
