source,target,type,distance,Delta_Entropy,Sorenson_Similarity
15,14,0,10.816653826391969,0.06193272108062042,0.46153846153846156
16,15,0,10.816653826391969,0.4552974675743464,0.3333333333333333
14,16,0,15.297058540778355,0.393364746493726,0.4
2,3,0,36.6742416417845,0.14770837971895262,0.36363636363636365
27,2,0,43.9089968002003,0.03593444396644896,0.3076923076923077
27,3,0,29.068883707497267,0.11177393575250366,0.3333333333333333
42,41,0,35.4682957019364,0.2214994273288205,0.4
44,42,0,23.021728866442675,0.37677016125643675,0.2857142857142857
44,41,0,40.19950248448356,0.5982695885852573,0.46153846153846156
45,44,0,9.899494936611665,0.45056120886630463,0.5
50,45,0,49.73932046178355,0.5237535440030447,0.2857142857142857
50,44,0,48.16637831516918,0.9743147528693494,0.2857142857142857
41,50,0,28.284271247461902,0.3760451642840922,0.4
14,65,0,16.97056274847714,0.4490691200885435,0.2857142857142857
65,15,0,18.24828759089466,0.5110018411691639,0.5454545454545454
66,67,0,21.095023109728988,0.08813666263107311,0.46153846153846156
66,68,0,18.027756377319946,0.07125158830764822,0.3076923076923077
67,68,0,33.61547262794322,0.15938825093872133,0.2857142857142857
21,66,0,28.231188426986208,0.13667924457261527,0.46153846153846156
21,68,0,27.892651361962706,0.20793083288026348,0.2857142857142857
69,35,0,37.16180835212409,0.07417902367600449,0.23529411764705882
35,70,0,40.049968789001575,0.18595295942850815,0.13333333333333333
69,70,0,43.829214001622255,0.11177393575250366,0.42857142857142855
89,90,0,56.08029957123981,0.32133436835360474,0.42857142857142855
90,97,0,44.9221548904324,0.23731348862622115,0.26666666666666666
89,97,0,44.77722635447622,0.08402087972738359,0.4
97,112,0,62.6418390534633,0.08402087972738359,0.4
89,112,0,45.17742799230607,0.0,0.2857142857142857
89,96,0,45.0111097397076,0.08813666263107311,0.46153846153846156
112,96,0,47.50789408087881,0.08813666263107311,0.3076923076923077
110,96,0,46.861498055439924,0.13667924457261527,0.46153846153846156
110,112,0,54.230987451824994,0.04854258194154215,0.2857142857142857
96,113,0,24.596747752497688,0.462098120373297,0.3333333333333333
89,113,0,41.048751503547585,0.3739614577422239,0.3076923076923077
90,91,0,41.23105625617661,0.32676372023290434,0.5
91,114,0,29.154759474226502,0.2646191147158856,0.2857142857142857
90,114,0,53.75872022286245,0.062144605517018725,0.125
114,89,0,85.58621384311844,0.259189762836586,0.25
114,113,0,92.35799911215054,0.11477169490563788,0.4
42,127,0,15.231546211727817,0.033346157031972246,0.4
44,127,0,13.038404810405298,0.410116318288409,0.46153846153846156
127,45,0,20.8806130178211,0.04044489057789563,0.3076923076923077
128,45,0,20.8806130178211,0.4496948424022323,0.42857142857142855
128,50,0,49.25444142409901,0.07405870160081252,0.375
129,58,0,23.345235059857504,0.15507935036320486,0.23529411764705882
131,58,0,20.0,0.04984121467188324,0.16666666666666666
129,131,0,28.0178514522438,0.2049205650350881,0.35294117647058826
131,134,0,17.0,0.11177393575250366,0.26666666666666666
129,134,0,38.62641583165593,0.09314662928258444,0.1
131,132,0,17.26267650163207,0.41700201961515654,0.3076923076923077
132,134,0,20.12461179749811,0.3052280838626529,0.375
132,133,0,13.152946437965905,0.13667924457261527,0.5333333333333333
134,133,0,29.732137494637012,0.44190732843526814,0.35294117647058826
134,135,0,24.186773244895647,0.130812035941137,0.5
129,135,0,50.32891812864648,0.03766540665855256,0.1111111111111111
17,13,0,15.0,0.18465512378098947,0.46153846153846156
13,139,0,32.7566787083184,0.1932937186765602,0.26666666666666666
139,17,0,32.984845004941285,0.37794884245754967,0.375
35,140,0,27.018512172212592,0.038244579709555526,0.125
140,69,0,17.46424919657298,0.03593444396644896,0.4
140,141,0,9.433981132056603,0.41313467612209454,0.14285714285714285
141,35,0,23.769728648009426,0.374890096412539,0.125
143,71,0,30.886890422961002,0.0,0.3157894736842105
144,71,0,29.546573405388315,0.0,0.23529411764705882
144,143,0,19.209372712298546,0.0,0.375
71,145,0,27.294688127912362,0.0,0.375
144,145,0,8.0,0.0,0.46153846153846156
20,163,0,40.19950248448356,0.007161791653275351,0.2857142857142857
164,20,0,39.6232255123179,0.007161791653275351,0.14285714285714285
163,164,0,11.045361017187261,0.0,0.5
67,20,0,15.524174696260024,0.04854258194154215,0.4
172,67,0,25.298221281347036,0.2997824340662192,0.4
20,172,0,21.18962010041709,0.25123985212467703,0.25
164,172,0,47.80167361086848,0.24407806047140168,0.14285714285714285
175,38,0,19.4164878389476,0.11340353547334125,0.26666666666666666
177,38,0,17.804493814764857,0.1980420515885557,0.13333333333333333
177,175,0,30.0,0.08463851611521445,0.42857142857142855
76,190,0,37.64306044943742,0.34544433749844305,0.26666666666666666
192,190,0,21.02379604162864,0.13667924457261527,0.14285714285714285
192,76,0,40.36087214122113,0.2087650929258278,0.47058823529411764
191,76,0,35.12833614050059,0.20160330127255244,0.26666666666666666
192,191,0,24.515301344262525,0.007161791653275351,0.14285714285714285
193,190,0,33.015148038438355,0.13194128872266653,0.13333333333333333
193,76,0,23.345235059857504,0.4773856262211096,0.4444444444444444
42,46,0,29.206163733020468,0.5789297298560976,0.4
46,199,0,34.713109915419565,0.393364746493726,0.26666666666666666
42,199,0,34.0,0.18556498336237154,0.25
43,54,0,10.295630140987,0.05663301226513251,0.5
199,43,0,18.867962264113206,0.130812035941137,0.2857142857142857
54,199,0,21.02379604162864,0.07417902367600449,0.2857142857142857
199,200,0,22.02271554554524,0.03593444396644896,0.25
200,54,0,19.313207915827967,0.038244579709555526,0.14285714285714285
200,42,0,32.69556544854363,0.2214994273288205,0.125
41,200,0,36.124783736376884,0.0,0.13333333333333333
119,120,0,14.866068747318506,0.05570437359481728,0.4
120,204,0,9.486832980505138,0.05570437359481728,0.26666666666666666
204,119,0,17.46424919657298,0.0,0.5714285714285714
205,119,0,16.278820596099706,0.03708951183800213,0.375
205,204,0,23.323807579381203,0.03708951183800213,0.25
206,205,0,34.66987164671943,0.29140664816887774,0.23529411764705882
207,206,0,26.40075756488817,0.32133436835360474,0.375
205,207,0,35.90264614203248,0.029927720184727002,0.11764705882352941
15,217,0,21.95449840010015,0.39985362773034905,0.46153846153846156
16,217,0,25.079872407968907,0.05544383984399737,0.4
16,13,0,20.09975124224178,0.08813666263107311,0.46153846153846156
217,13,0,32.449961479175904,0.03269282278707575,0.42857142857142855
139,217,0,25.495097567963924,0.16060089588948445,0.23529411764705882
217,65,0,33.12099032335839,0.11114821343881487,0.2857142857142857
150,151,0,20.0,0.0,0.5714285714285714
225,151,0,24.698178070456937,0.05663301226513251,0.375
150,225,0,9.486832980505138,0.05663301226513251,0.375
150,149,0,11.40175425099138,0.374890096412539,0.5714285714285714
225,149,0,14.422205101855956,0.3182570841474065,0.375
2,226,0,19.4164878389476,0.08463851611521445,0.3333333333333333
27,226,0,42.1070065428546,0.1205729600816634,0.3076923076923077
2,1,0,8.54400374531753,0.09487759197468804,0.36363636363636365
226,1,0,22.360679774997898,0.01023907585947359,0.36363636363636365
0,173,0,37.33630940518894,0.07451595716833592,0.26666666666666666
173,227,0,32.31098884280702,0.560118146282579,0.23529411764705882
0,227,0,28.600699292150182,0.6346341034509151,0.5
3,227,0,21.095023109728988,0.07379104760986788,0.2857142857142857
27,227,0,33.015148038438355,0.18556498336237154,0.25
28,27,0,21.095023109728988,0.03593444396644896,0.42857142857142855
